Topic,Count,Name,Representation,Representative_Docs
1714,12,1714_children europe_europe stop_putin stoprussia_stopputin close,"['children europe', 'europe stop', 'putin stoprussia', 'stopputin close', 'ukraine children', 'stop putin', 'stoprussia stopputin', 'coming huge', 'romanov', 'family stopputin']","['#StopRussia #StopPutin CLOSE THE SKY OVER #UKRAINE! CHILDREN OF THE WHOLE #EUROPE WILL BE NEXT! STOP PUTIN NOW! ‼️❗️', '#StopRussia #StopPutin CLOSE THE SKY OVER #UKRAINE! CHILDREN OF THE WHOLE #EUROPE WILL BE NEXT! STOP PUTIN NOW! ‼️‼️‼️‼️‼️‼️‼️', '#StopRussia #StopPutin CLOSE THE SKY OVER #UKRAINE! CHILDREN OF THE WHOLE #EUROPE WILL BE NEXT! STOP PUTIN NOW! ‼️‼️']"
1715,12,1715_today 80_missiles kamikaze_drones launched_80 missiles,"['today 80', 'missiles kamikaze', 'drones launched', '80 missiles', 'launched ukraine', 'member russiaisaterroriststate', 'stop terrorism', 'russiaisaterroriststate today', 'kamikaze drones', 'kimjung']","[""Russia should be kicked out of the UN, bcs they're a bad faith actor &amp; they lie with the ease that other people breathe. But hey, there are SOME decent Russians, and one of them resigned from the UN, because of #RussianWarCrimes in the #RussiaUkraineWar."", 'russia cannot be a member of the #UN. #russiaisaterroriststate. Today about 80 missiles and kamikaze drones were launched at #Ukraine. Civilian dead and injured. Civilian infrastructure destroyed. Help us to stop this #terrorism! Exclude russia from the UN.', 'Stop being concern. Exclude russia from the UN. russia cannot be a member of the UN as #RussiaIsATerroristState Today more than 80 missiles and kamikaze drones were launched at Ukraine.Civils were killed, infrastructure were destroyed. You need to stop the terrorism #unRussiaUN']"
1716,12,1716_humanrightviolations war_humanrightviolations_warcrimes humanrightviolations_summary update,"['humanrightviolations war', 'humanrightviolations', 'warcrimes humanrightviolations', 'summary update', 'russian warcrimes', 'update december', 'nov 23', 'sculpture', 'summary', 'tweeting']","['#RUSSIAN #WARCRIMES AND #HUMANRIGHTVIOLATIONS IN THE #WAR AGAINST #UKRAINE #Summaryupdate as of November 16, 2022', '#RUSSIAN #WARCRIMES AND #HUMANRIGHTVIOLATIONS IN THE #WAR AGAINST #UKRAINE #Summary #update as of December 17, 2022 #russiaisaterroriststate', '#Summary #update as of December 27, 2022 #RUSSIAN #WARCRIMES AND #HUMANRIGHTVIOLATIONS IN THE #WAR AGAINST #UKRAINE #russiaisateroriststate']"
1717,12,1717_entrepreneurship_belgian_hashtags_agriculture experts,"['entrepreneurship', 'belgian', 'hashtags', 'agriculture experts', 'sew', 'pressure ethiopian', 'agricultural inputs', 'allowacesstotigray endtigraysiege', 'inputs', 'gov allow']","[""Six Tigrayan agriculture experts in Mekelle call for int'l pressure on the Ethiopian gov't to allow in necessary agricultural inputs. by Mistir Sew #AllowAcessToTigray #EndTigraySiege #TigrayGenocide ,"", ""Six Tigrayan agriculture experts in Mekelle call for int'l pressure on the Ethiopian gov't to allow in necessary agricultural inputs by Mistir Sew #AllowAcessToTigray #EndTigraySiege #TigrayGenocide"", ""Six Tigrayan agriculture experts in Mekelle call for int'l pressure on the Ethiopian gov't to allow in necessary agricultural inputs. by Mistir Sew #AllowAcessToTigray #EndTigraySiege #TigrayGenocide""]"
1718,12,1718_intends raise_issue preparing_accusation_raise issue,"['intends raise', 'issue preparing', 'accusation', 'raise issue', 'preparing dirty', 'russia intends', 'intends', 'dirty bomb', 'bomb kiev', 'lavrov head']","['🇷🇺⚡️Russia intends to raise at the UN the issue of preparing a ""dirty bomb"" by Kiev - Lavrov. The head of the Foreign Ministry said that the data had been rechecked and this was not an empty accusation. #ukraine #ukrainewar', '#Russia intends to raise [at the #UN] the issue of preparing a ""dirty bomb"" by #Kiev - #Lavrov. The head of the Foreign Ministry said that the data had been rechecked and this was not an empty accusation.', 'Russia intends to raise at the UN the issue of preparing a ""dirty bomb"" by Kiev - Lavrov. The head of the Foreign Ministry said that the data had been rechecked and this was not an empty accusation. #Russia #Ukraine']"
1719,12,1719_lab_leak_wuhan lab_wuhan,"['lab', 'leak', 'wuhan lab', 'wuhan', 'lab leak', 'leak wuhan', 'covid did', 'believes covid', 'leak theory', 'chief believes']","[""WHO chief 'believes Covid DID leak from Wuhan lab' after 'accident' #covid #2019 #china #news #russia #fact #wuhan #cdc \u2066 \u2069 \u2066 \u2069"", "". 's #WHO chief 'believes COVID DID leak from #Wuhan lab' after a 'catastrophic accident' in 2019 - despite publicly maintaining 'all hypotheses remain on the table'"", ""#News WHO chief 'believes Covid DID leak from Wuhan lab' after a 'catastrophic accident' in 2019""]"
1720,12,1720_ejection russia_complete picture_days maybe_country list,"['ejection russia', 'complete picture', 'days maybe', 'country list', 'news claim', 'pull belarus', 'request meetings', 'need hell', 'volley meetings', 'visit meeting']","['Aren’t we nice to grant these assholes a meeting so that they can tell us all about their fictional stories. I realize Russia is a member of the UN and has a right to request meetings but enough is enough!! # #RussiaUkraineWar', 'Unless the UN is discussing the ejection of Russia from the security council and suspending its veto, there’s no point of this meeting. #RussianWarCrimes #UkraineRussiaWar #Russia #PutinsWar #UnitedNations', 'In my experience in war zones and ceasefire agreements, nothing holds from the first visit and the first meeting, particularly that we are not seeing the sec General in #Russia to complete the picture and for the #US to give the role to the UN from behind the curtains.+']"
1721,12,1721_world imperative_imperative reject_deny funds_funds investigation,"['world imperative', 'imperative reject', 'deny funds', 'funds investigation', 'efforts deny', 'urge members', 'voteno tigraycantwait', 'investigation voteno', 'imperative', 'voteno']","['As the world focuses on #Ukraine, we urge members to not forget Tigray. This is a region that has been cut off from the world. It is imperative that you reject 🇪🇹 efforts to deny funds for Z investigation. #VoteNo #TigrayCantWait', ""As the world focuses on #Ukraine we urge UN members to not forget Tigray. This is a region that has been cut off from the world. It is imperative that you reject 🇪🇹's efforts to deny funds for the investigation #VoteNo #TigrayCantWait"", ""As the world focuses on #Ukraine, we urge UN members to not forget Tigray. This is a region that has been cut off from the world. It is imperative that you reject 🇪🇹's efforts to deny funds for the investigation. #VoteNo #TigrayCantWait""]"
1722,12,1722_bitcoin_ukrainecrisis ukrainewar_wants donate_helpukraine,"['bitcoin', 'ukrainecrisis ukrainewar', 'wants donate', 'helpukraine', 'google pay', 'bitcoin wallet', 'help ukrainian', 'btc', 'bitcoin address', 'ethereum']","['Please help the Ukrainian public Donate Bitcoin: bc1qppkzgv263hmx2t0vcr2rmga75j60cqpzk6davu #HelpUkraine #UkraineCrisis #UkraineWar #Ukraine', 'Please help the Ukrainian army Donate Bitcoin: bc1qw069kksvzh0x8nclghe6qnmhj0gtnmvql48syu #HelpUkraine #UkraineCrisis #UkraineWar #Ukraine', 'Please help the Ukrainian army Donate Bitcoin: bc1qsayhhpsvu8q4vlfjr5zjnt7w5l766un57yhxe0 #HelpUkraine #UkraineCrisis #UkraineWar #Ukraine']"
1723,12,1723_urgent lifesaving_calling urgent_largest hospital_ayder referral,"['urgent lifesaving', 'calling urgent', 'largest hospital', 'ayder referral', 'referral hospital', 'care supply', 'tigrayunderattack stopwarontigray', 'diabetes', 'referral', 'hospital tigray']","['🗣🗣📢📢👇👇 The largest hospital in the Tigray region, Ayder referral hospital, is calling for an urgent lifesaving diabetes health care supply. 👉#TigrayUnderAttack 👉#StopWarOnTigray', 'The largest hospital in the Tigray region, Ayder referral hospital, is calling for an urgent lifesaving diabetes health care supply #TigrayUnderAttack #StopWarOnTigray', 'The largest hospital in the Tigray region, Ayder referral hospital, is calling for an urgent lifesaving diabetes health care supply. ➡️#TigrayUnderAttack ➡️#StopWarOnTigray']"
1724,12,1724_territorial_integrity integrity_territorial_integrity_integrity_unequivocal committed,"['territorial_integrity integrity', 'territorial_integrity', 'integrity', 'unequivocal committed', 'unequivocal', 'position unequivocal', 'committed sovereignty', 'integrity ukraine', 'recognized borders', 'territorial integrity']","['UN stays committed to Ukraine’s territorial integrity – under-secretary-general - #territorial_integrity #integrity #ukraine #russia #moscow #world #kyiv', 'UN stays committed to Ukraine’s territorial integrity — under-secretary-general - #territorial_integrity #integrity #ukraine #russia #moscow #world #kyiv', '""The position of is unequivocal: We are committed to the sovereignty, independence, unity and territorial integrity of #Ukraine, within its internationally recognized borders,"" said to Emergency Session on Ukraine. UN Photo/Evan Schneider']"
1725,12,1725_aid press_fuel preventing_delivery needed_eu official,"['aid press', 'fuel preventing', 'delivery needed', 'eu official', 'tigray week', 'gov allowhumanitarianaidtotigray', 'lack fuel', 'needed humanitarian', 'press gov', 'allowhumanitarianaidtotigray']","[""🚫 #EU official visited Tigray this week, and confirmed that a lack of fuel is preventing delivery of much-needed humanitarian aid. Please press 🇪🇹|n Gov't to #AllowHumanitarianAidToTigray and to #EndTigraySiege"", ""A #EU official visited Tigray this week, and confirmed that a lack of fuel is preventing delivery of much-needed humanitarian aid. Please press 🇪🇹|n Gov't to #AllowHumanitarianAidToTigray and to #EndTigraySiege"", ""#EU official visited Tigray this week, and confirmed that a lack of fuel is preventing delivery of much-needed humanitarian aid. Please press 🇪🇹|n Gov't to #AllowHumanitarianAidToTigray and to #EndTigraySiege""]"
1726,12,1726_warns africa_buy grain_african nations_sanctions africa,"['warns africa', 'buy grain', 'african nations', 'sanctions africa', 'nations hit', 'hit sanctions', 'borrel', 'sanctions doing', 'decamp russia', 'african']","[""US Ambassador to the UN Linda Thomas Greenfield tells African leaders to buy only grain &amp; fertilizers from #Russia or else they'll be sanctioned. The audacity, I speak for majority of Africans, when I say, Africans don't give a rat's ass about #Ukraine️"", 'US Warns Africa Against Buying Anything From Russia Besides Grain and Fertilizer The US ambassador to the UN said African nations could be hit with sanctions for doing business with Russia by Dave DeCamp #Russia #Ukraine #sanctions #Africa …', 'US Warns Africa Against Buying Anything From Russia Besides Grain and Fertilizer The US ambassador to the UN said African nations could be hit with sanctions for doing business with Russia by Dave DeCamp #Russia #Ukraine #sanctions #Africa']"
1727,12,1727_action wanes_wanes_wanes isolate_russia months,"['action wanes', 'wanes', 'wanes isolate', 'russia months', 'isolate russia', 'isolate', 'months ukraine', 'govt seek', 'flies russia', 'afghanistan allegedly']","['Action wanes at #UN to isolate #Russia, six months into the war', 'Action wanes at UN to isolate #Russia almost six months into #Ukraine war #Putinswar', 'Action Wanes at UN to Isolate #Russia Almost Six Months into #Ukraine War']"
1728,12,1728_millions threat_tigray facto_earth health_health millions,"['millions threat', 'tigray facto', 'earth health', 'health millions', 'blockade endtigraysiege', 'threat tigray', 'facto blockade', 'facto', 'endtigraysiege endtigrayfamine', 'endtigrayfamine endtigraygenocide']","['#TigrayGenocide “Nowhere on earth” where the health of millions of was more under threat than in #Tigray due to the de facto blockade. #EndTigraySiege #EndTigrayFamine #EndTigrayGenocide', '“Nowhere on earth” where the health of millions of was more under threat than in #Tigray due to the de facto blockade. #EndTigraySiege #EndTigrayFamine Save lives!', '“Nowhere on earth” where the health of millions of was more under threat than in #Tigray due to the de facto blockade. #EndTigraySiege #EndTigrayFamine #EndTigrayGenocide']"
1729,12,1729_indefinitely siege_millions indefinitely_power justice_justice millions,"['indefinitely siege', 'millions indefinitely', 'power justice', 'justice millions', 'role investigation', 'use power', 'tigray play', 'indefinitely', 'investigation humanitycomesfirst', 'play role']","['The must use its power to get justice for the millions indefinitely in siege in Tigray. The must play its role in the investigation. #HumanityComesFirst', '.The UN must use its power to get justice for the millions indefinitely in siege in Tigray. The must play its role in the investigation. #HumanityComesFirst', 'The UN must use its power to get justice for the millions indefinitely in siege in #Tigray. The must play its role in the investigation. #HumanityComesFirst']"
